latitude,longitude
17.44321199,78.49147714
17.445548491080654,78.49247046218105
17.44779675350599,78.49533806399273
17.447796573824554,78.50129801913276
17.442400404644822,78.50817855984742
17.444736905725726,78.50917186577703
17.44698516815312,78.51203941945423
17.446984988480583,78.51799927453585
17.44158881931271,78.52487970670724
17.443925320393863,78.525872996538
17.44617358282332,78.52874050252126
17.44617340315968,78.53470025846032
17.440777234003672,78.54158058314529
17.443113735085067,78.54257385702975
17.445361997516585,78.54544131575966
17.445361817861844,78.55140097347187
17.439965648717696,78.55828119172719
17.442302149799346,78.55927444981792
17.44455041223292,78.56214186173496
17.444550232587076,78.56810142213592
17.439154063454794,78.57498153501818
