latitude,longitude
51.5074,-0.1278
51.50740893811528,-0.1272448042477587
51.506999823020195,-0.1268509828540127
51.50699030187499,-0.12610106786699177
51.506585733889615,-0.12575606590059993
51.50658478590393,-0.12503452390787237
51.50611966511814,-0.12462829804673912
51.506138532999664,-0.12388601494502481
51.50579176227944,-0.12355327494477956
51.50579092634749,-0.12282992667838354
51.5054444492931,-0.12250595670775669
51.50543194561506,-0.12177233092397707
51.50509382707132,-0.12144680115622522
51.50510357333562,-0.12074402366208359
51.504709155181615,-0.1203773301046091
51.504714902271836,-0.11960897050808107
51.50436301121258,-0.11926288386149472
51.50436228916003,-0.11859660150713429
51.50395079411151,-0.11821972730797428
51.50396592102033,-0.11753942649963854
