latitude,longitude
51.5074,-0.1278
51.50740893811528,-0.1272448042477587
51.5069998230202,-0.1268509828540127
51.50699030187499,-0.1261010678669917
51.506585733889615,-0.1257560659005999
51.50658478590393,-0.1250345239078723
51.50611966511814,-0.1246282980467391
51.506138532999664,-0.1238860149450248
51.50579176227944,-0.1235532749447795
51.50579092634749,-0.1228299266783835
51.5054444492931,-0.1225059567077566
51.50543194561506,-0.121772330923977
51.50509382707132,-0.1214468011562252
51.50510357333562,-0.1207440236620835
51.504709155181615,-0.1203773301046091
51.50471490227184,-0.119608970508081
51.50436301121258,-0.1192628838614947
51.50436228916003,-0.1185966015071342
51.50395079411151,-0.1182197273079742
51.50396592102033,-0.1175394264996385
51.5036245260214,-0.11722077656366596
