latitude,longitude
17.44321199,78.49147714
17.443243466248056,78.49151728110832
17.443224726350124,78.491595532638
17.44325240908367,78.49165153277121
17.443283885331727,78.49169167391152
17.443265145433795,78.49176992550358
17.443292828167344,78.49182592568144
17.4433243044154,78.49186606685376
17.44330556451747,78.49194431850822
17.44333324725102,78.49200031873076
17.443364723499073,78.49204045993511
17.443345983601144,78.49211871165201
17.44337366633469,78.49217471191925
17.443405142582748,78.49221485315566
17.44338640268482,78.49229310493502
17.443414085418368,78.49234910524697
17.443445561666422,78.49238924651546
17.443426821768487,78.49246749835733
17.443454504502036,78.49252349871402
17.443485980750093,78.49256364001457
17.443467240852158,78.49264189191894
