latitude,longitude
17.44321199,78.49147714
17.445548491080654,78.49247046218105
17.44779675350599,78.49533806399273
17.447796573824554,78.50129801913276
17.446897245563918,78.50244497298226
17.449233746643454,78.50343837087789
17.451482009059433,78.5063061968033
17.451481829337595,78.51226661781315
17.45058250107546,78.51341366043677
17.45291900215387,78.51440713719497
17.455167264560497,78.51727519632438
17.455167084798255,78.52323610209886
17.454267756534616,78.52438323713254
17.456604257611907,78.52537679590289
17.45885252000918,78.52824509733121
17.45885234020653,78.5342065067748
17.457953011941402,78.5353537378563
17.46028951301757,78.53634738179
17.462537775405497,78.53921593461688
17.462537595562434,78.54517786664378
17.461638267295804,78.5463251974128
17.46347903093731,78.54761961739132
17.467716568545022,78.55034886360119
17.466414948702884,78.55381326649433
